Ticker,AJX,ALTA,BAC,BOKF,C,CIT,CMA,COF,DFS,EWBC,FHB,FITB,GS,HBAN,IBOC,JPM,KEY,LARK,MS,MTB,NKSH,PBCT,PNC,SCHW,SFBC,STBA,TFC,TFSL,UMBF,WAL,WFC
AJX,0.9999999999999999,0.9794018350196432,0.9490450195063911,0.9777570778686963,0.9443066453411597,0.9864424696582007,0.9846080019116317,0.9879979809885265,0.9886355196013014,0.9875141699068171,0.9858623504740412,0.981585537499034,0.8956172626465579,0.9873959388345164,0.9848034233708238,0.9403686384076345,0.9838900498118401,0.986144358284962,0.875148064502943,0.989090493692689,0.9837616489376314,0.990373273105141,0.9804764674986516,0.882933759788174,0.9877459473876775,0.9918175972783947,0.9869854789385395,0.9880040701077256,0.974400286523368,0.9869196113016316,0.9702311971963996
ALTA,0.9794018350196432,0.9999999999999999,0.9903155436371818,0.9997588473495057,0.9883812093637904,0.997457693802784,0.9987062248991564,0.9983373464222111,0.9912574756693647,0.995711204234928,0.9990796230788093,0.9997894564993394,0.9591465242154236,0.9965977252639658,0.9990670427799543,0.9868113819921577,0.9990266609741801,0.9983919600051822,0.9429082306714351,0.9953464286860725,0.9995266519885729,0.9942982875847253,0.9998513839670511,0.9486879594970274,0.9955828113766454,0.9864642219406693,0.9989030609679798,0.9742965005040594,0.9996924307555165,0.9952986037068883,0.9985437454940664
BAC,0.9490450195063911,0.9903155436371818,0.9999999999999999,0.9924620648068697,0.9997366172698002,0.9784854975881685,0.9826225504113061,0.9833875507586156,0.9642363043634036,0.9736841812978186,0.9838967886999463,0.9887311792419758,0.9883478231454442,0.9762039514104918,0.9883961520908761,0.9995464894253571,0.983814357267743,0.9812300406967516,0.979583212078808,0.9727069091761107,0.988908065426528,0.9705288284490134,0.9906232932017448,0.9831564121199042,0.9734005690600651,0.9547802055759301,0.98383554341172,0.9345413694421525,0.9930742010133699,0.9727932289968158,0.9957462286869571
BOKF,0.9777570778686963,0.9997588473495057,0.9924620648068697,1.0000000000000002,0.9908183499926232,0.9959492204673839,0.9974642414818168,0.9979714511897466,0.9889419663892365,0.993663678710453,0.998205281862986,0.9993104931831761,0.9639917517988457,0.9947918723283812,0.9991961742414822,0.9892601643067576,0.9979336306754915,0.9971754774980084,0.9487702602764311,0.9933456801418264,0.9994283490953542,0.9922473262332525,0.9997849149603225,0.9541801935719664,0.9935346145492561,0.9834294427474917,0.9981255541012034,0.9699470843069914,0.9997205665352632,0.9931042246919145,0.9990366795989037
C,0.9443066453411597,0.9883812093637904,0.9997366172698002,0.9908183499926232,1.0,0.9755625729129513,0.9798168721814151,0.980987897830877,0.96101971027644,0.9704073456751652,0.981295537393085,0.9863547371240473,0.9908168608797586,0.9729636445805573,0.9862758748063727,0.9998301394251748,0.9811769467735274,0.9784652141741865,0.9821858841992915,0.9693191713480017,0.9866314035280381,0.966983753606163,0.988612934349536,0.9855331958075435,0.9700490836103861,0.9504385053715919,0.981082782273523,0.9291727014099241,0.99143881763119,0.9694721742777089,0.9941619941820017
CIT,0.9864424696582007,0.997457693802784,0.9784854975881685,0.9959492204673839,0.9755625729129513,0.9999999999999999,0.9996626806044151,0.9979848694909841,0.9971042406953076,0.999612067314589,0.9993883590412941,0.9982040269917384,0.9372233287946535,0.9998349659608775,0.9966619686134773,0.9733356882637402,0.9995615144767845,0.9995576551001155,0.9175208890558444,0.9995743159116572,0.9973745235747539,0.9992102789227257,0.9969879082639176,0.9245262582580875,0.9996135807819801,0.9953869708279673,0.9992245781765802,0.9874902298931504,0.9957872176978904,0.9993940681076634,0.9931900070706489
CMA,0.9846080019116317,0.9987062248991564,0.9826225504113061,0.9974642414818168,0.9798168721814151,0.9996626806044151,1.0,0.998324678384807,0.9955824509219801,0.9990411140270233,0.9997647093083033,0.9992715249956774,0.9440321216848337,0.999449575661585,0.9977094258296555,0.9779413548468329,0.9999512468325708,0.9997469624097751,0.9255875463667824,0.9988398997012744,0.9984911625277613,0.9982038476828523,0.9983507370354665,0.9322359409693974,0.9990036752386665,0.9931526595063117,0.9995976283723372,0.9842061041158976,0.9974775944091571,0.9988286089503208,0.9953603590577048
COF,0.9879979809885265,0.9983373464222111,0.9833875507586156,0.9979714511897466,0.980987897830877,0.9979848694909841,0.998324678384807,1.0,0.9949296677774067,0.9966771146174739,0.9990845944958959,0.9985143169563683,0.9474685631281947,0.9973792591458109,0.9992606186530038,0.9787619950891446,0.9984934483530128,0.9989481931163882,0.930112074567257,0.9969516866258333,0.999047423805479,0.9963468881624743,0.9985473090897445,0.9359214947765789,0.9967624596414186,0.9908079685719393,0.9993570910872744,0.9801452971594998,0.9968361972084469,0.9962107086687522,0.9946996163291777
DFS,0.9886355196013014,0.9912574756693647,0.9642363043634036,0.9889419663892365,0.96101971027644,0.9971042406953076,0.9955824509219801,0.9949296677774067,1.0000000000000002,0.9978747453024719,0.9949154918026107,0.9922085290055521,0.9169213350701676,0.9975643672574066,0.9908565040808157,0.9584808700764761,0.9953239891930726,0.9968961068699859,0.8942243160587774,0.9982487871652269,0.9911702301721825,0.9977295504787814,0.9906286652262091,0.9011874628580411,0.9981317851797724,0.9971885459672399,0.9949310865919575,0.9921159161457722,0.9883608150327625,0.9980747224159808,0.9835335036599407
EWBC,0.9875141699068171,0.995711204234928,0.9736841812978186,0.993663678710453,0.9704073456751652,0.999612067314589,0.9990411140270233,0.9966771146174739,0.9978747453024719,1.0000000000000002,0.9984641205813543,0.9966784966625176,0.929216688757783,0.9998442928985921,0.9948153320024297,0.9681221336644338,0.9987160710452053,0.9990093632481241,0.9083629228349405,0.9999132321691693,0.9956587103482916,0.9996371452844361,0.9951495755210666,0.9157884701874989,0.9999652886125879,0.9970671581735998,0.9981678533190331,0.9907822132141376,0.9935803289133046,0.999951042073243,0.9902741848641063
