Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Dividends Per Share,Pietroski F-Score
IVZ,378170,USD,2021,Q1,2021-04-30,2021-04-30,1533400001.0,8784099999.0,1903300001.0,0.38281,0.21384,0.11458,0.04627,0.020390000000000002,2.67656,1.04598,1.26978,0.25183,1.5426,1.53271,13.46364,22.85872,4.1288599999999995,1.13846,5.0
J,378172,USD,2021,Q2,2021-05-10,2021-05-10,571311000.0,3479665000.0,922077000.0,0.19644,0.028419999999999997,0.0434,0.08974,0.03823,1.54967,1.4922600000000001,1.34697,0.2236,4.57158,4.53218,105.33156000000001,46.16363,7.08444,1.24706,6.0
JAN,165913,USD,2021,Q1,2021-05-17,2021-05-17,-3556000.0,2842000.0,-2039000.0,0.25739,-0.22605999999999998,-0.16759000000000002,-0.67291,-0.20923000000000003,0.35691,0.60241,2.21614,0.10407999999999999,-3.0272200000000002,-3.0272200000000002,18.06314,4.4987,-1.08043,,5.0
JAZZ,364811,USD,2021,Q1,2021-05-04,2021-05-04,1062716000.0,2101646000.0,975353000.0,0.93415,0.31968,0.21272,0.13649,0.07671,1.8819,4.210780000000001,0.77935,0.31106,9.28154,9.07255,43.6322,68.00075,17.466920000000002,,6.0
JBHT,378173,USD,2021,Q1,2021-05-03,2021-05-03,1300855000.0,1301430000.0,952825000.0,0.20461,0.0768,0.054920000000000004,0.20125,0.08889,1.73934,1.82785,1.26394,0.21118,5.18642,5.1325199999999995,94.42898000000001,21.122239999999998,9.02098,1.0901299999999998,6.0
JBL,79450,USD,2021,Q2,2021-04-02,2021-04-02,1594694000.0,2730016000.0,888366000.0,0.07603,0.027639999999999998,0.013040000000000001,0.17549,0.02545,2.40835,1.03407,5.89561,0.18835,2.45215,2.3856900000000003,188.1094,13.8882,5.90563,0.33279000000000003,7.0
JCG,181659,USD,2019,Q3,2019-12-02,2019-12-02,67390000.0,1685406000.0,64289000.0,0.33331,-0.007259999999999999,-0.06121,0.11424000000000001,-0.08794,-0.41563999999999995,0.6705399999999999,-2.29903,0.95829,-2.4398299999999997,-2.34645,39.85713,-21.35662,1.0141,0.0,3.0
JCI,360440,USD,2021,Q2,2021-04-30,2021-04-30,2971000000.0,7767000000.0,4378000000.0,0.33636,0.09644,0.04736,0.056139999999999995,0.02557,4.15764,1.16751,1.19545,0.18861,1.44271,1.437,30.460009999999997,24.247989999999998,5.99829,1.0481200000000002,7.0
JCP,180279,USD,2020,Q3,2020-12-10,2020-12-10,-103000000.0,1264000000.0,70000000.0,0.34645,-0.08778,-0.16253,2.70526,-0.15798,-0.054470000000000005,1.14964,-18.12421,0.1554,-3.96544,-3.96544,24.397470000000002,-1.4658200000000001,0.21602,0.0,2.0
JEF,378180,USD,2020,Q4,2021-01-29,2021-01-29,2620822000.0,12405138000.0,5554798000.0,0.99531,0.3563,0.11064,0.08027000000000001,0.014490000000000001,7.21773,0.46197,4.539969999999999,0.23354,2.67655,2.64645,24.191489999999998,32.70507,19.3186,0.55972,8.0
JLL,122208,USD,2021,Q1,2021-05-06,2021-05-06,945100000.0,1116900000.0,1571300000.0,0.6806800000000001,0.0436,0.030260000000000002,0.08753,0.03759,3.14134,1.12402,1.32845,0.08394,9.698830000000001,9.58031,320.53439,108.9751,30.467340000000004,0.0,6.0
JMBA,365536,USD,2018,Q2,2018-08-13,2018-08-13,2104000.0,0.0,-542000.0,0.6271,-0.01796,-0.019969999999999998,0.15237,-0.04264,0.34676999999999997,0.65684,-4.5732099999999996,0.0,-0.10026,-0.10036,5.0202800000000005,-0.658,-0.03477,0.0,6.0
JNJ,89661,USD,2021,Q1,2021-04-30,2021-04-30,28094000000.0,33613000000.0,31143000000.0,0.66243,0.24599000000000001,0.17948,0.22959000000000002,0.08759,2.0604,1.28342,1.62109,0.19479000000000002,5.74218,5.65866,31.992859999999997,25.0103,11.83121,4.04023,5.0
JOY,39382,USD,2017,Q1,2017-03-03,2017-03-03,193964000.0,996247000.0,185784000.0,0.22896999999999998,0.02814,-0.00787,-0.013219999999999999,-0.00535,-10.07779,2.4577400000000003,1.47044,0.28914,-0.18753,-0.18753,23.83253,14.18731,1.8898599999999999,0.04065,5.0
JVA,40037,USD,2021,Q2,2021-06-14,2021-06-14,-1354698.0,22360.0,3025402.0,0.16564,-0.030410000000000003,0.01541,0.03568,0.02827,2.90517,5.49505,0.26205,0.00061,0.18448,0.18448,11.96739,4.94813,0.53594,0.0,5.0
JW-A,195872,USD,2021,Q3,2021-03-05,2021-03-05,364471000.0,981706000.0,198027000.0,0.6766300000000001,0.1092,-0.02719,-0.04805,-0.01492,-3.87399,0.58868,2.22087,0.28652,-0.91361,-0.9150299999999999,33.598729999999996,19.013270000000002,3.5393199999999996,1.37314,4.0
JWN,184768,USD,2021,Q1,2021-06-04,2021-06-04,342000000.0,3547000000.0,-968000000.0,0.3271,-0.027489999999999997,-0.02887,-2.0180700000000003,-0.03589,2.88955,0.873,55.22289,0.38005,-2.12395,-2.12395,73.57743,1.05246,-6.1372599999999995,0.0,3.0
K,97995,USD,2021,Q1,2021-05-07,2021-05-07,2248000000.0,7688000000.0,2067000000.0,0.34063000000000004,0.12724000000000002,0.09124,0.34802,0.07042000000000001,1.625,0.67577,3.9422699999999997,0.4256,3.7138699999999996,3.68963,40.70657,9.16204,6.03504,2.28321,7.0
KANP,275886,USD,2021,Q1,2021-05-14,2021-05-14,,0.0,,-0.45021000000000005,-2.9668,-2.07999,-0.08776,-0.06518,,1.02844,0.3463,0.0,-3.56585,-3.56585,1.7143599999999999,40.276959999999995,,,1.0
KAR,123411,USD,2021,Q1,2021-05-05,2021-05-05,371200000.0,1883200000.0,631200000.0,0.42528,0.08504,0.02288,0.02263,0.006790000000000001,12.98765,1.3273700000000002,2.33451,0.26300999999999997,0.37587,0.37609000000000004,16.42537,12.27765,4.88167,0.18947999999999998,6.0
KDP,378130,USD,2021,Q1,2021-04-29,2021-04-29,3220000000.0,13465000000.0,3385000000.0,0.55715,0.22851999999999997,0.12547,0.06207000000000001,0.029639999999999996,2.26573,0.36885999999999997,1.0939299999999998,0.26715,1.0612700000000002,1.04954,8.45818,17.09821,2.40455,0.58675,7.0
KE,175788,USD,2021,Q3,2021-05-06,2021-05-06,83467000.0,60518000.0,100382000.0,0.08582000000000001,0.04022,0.032889999999999996,0.09665,0.05297999999999999,2.44405,1.98606,0.8242299999999999,0.07806,1.6371200000000001,1.6243,49.7783,16.93897,4.0012,,8.0
KEYS,186556,USD,2021,Q2,2021-05-28,2021-05-28,1246000000.0,1790000000.0,1202000000.0,0.6057899999999999,0.19580999999999998,0.16213,0.21185,0.09771,1.60053,2.88665,1.16812,0.23289,4.03221,3.9946800000000002,24.8698,19.03356,6.45369,,7.0
KFY,211211,USD,2021,Q3,2021-03-11,2021-03-11,223981000.0,394629000.0,301258000.0,0.25753000000000004,0.09521,0.02773,0.03665,0.01658,6.34735,2.07045,1.21118,0.13782,0.8928799999999999,0.88664,32.198209999999996,24.32815,5.66743,0.42253,5.0
KIM,378175,USD,2021,Q1,2021-04-30,2021-04-30,607214000.0,0.0,508318000.0,0.83041,0.29775999999999997,0.97411,0.17807,0.08746,0.49676000000000003,0.08351,1.03603,0.0,2.37886,2.36826,2.4420900000000003,13.165939999999999,1.18173,0.77336,3.0
KIRK,188255,USD,2021,Q1,2021-06-01,2021-06-01,66923000.0,0.0,106508000.0,0.34393,0.07536,0.04374,0.27065,0.07067000000000001,4.1288599999999995,1.2236799999999999,2.82953,0.0,1.81646,1.70806,41.53282,6.71152,7.4999,0.0,7.0
KITE,73743,USD,2017,Q2,2017-08-08,2017-08-08,-342276000.0,0.0,-266707000.0,1.0,-11.04565,-11.17441,-0.50631,-0.39587,0.74271,9.013589999999999,0.27897,0.0,-6.96355,-6.96355,0.62317,13.75358,-5.171880000000001,,2.0
KKD,47513,USD,2017,Q1,2017-06-10,2017-06-10,76449000.0,0.0,70161000.0,0.199,0.11514,0.05959,0.13622,0.09764,2.2525,1.56595,0.39518000000000003,0.0,0.48221,0.47111000000000003,8.092360000000001,3.5398199999999997,1.08617,,7.0
KLAC,132518,USD,2021,Q3,2021-04-30,2021-04-30,2549483000.0,3442097000.0,2477559000.0,0.59375,0.34431999999999996,0.28773000000000004,0.59646,0.1868,1.33439,2.6633400000000003,2.19296,0.34631,12.00795,11.91607,41.73304,20.14494,16.0233,3.5834900000000003,9.0
KLIC,362126,USD,2021,Q2,2021-05-06,2021-05-06,191134000.0,0.0,169586000.0,0.45748999999999995,0.18285,0.15662,0.16914,0.11664000000000001,1.15665,3.9901699999999996,0.45003000000000004,0.0,2.36377,2.33603,15.09269,13.975470000000001,2.73406,0.5011800000000001,7.0
KLXI,98588,USD,2018,Q2,2018-08-28,2018-08-28,311700000.0,1185900000.0,301400000.0,0.27769,0.12497,0.04197,0.03483,0.02085,3.7302,6.66885,0.67102,0.30595,1.32739,1.31079,31.627309999999998,38.10653,4.95142,,8.0
KMG,51451,USD,2018,Q4,2018-11-14,2018-11-14,118147000.0,306119000.0,81257000.0,0.42457,0.18945,0.13928,0.15584,0.07923,1.2531700000000001,2.62086,0.9670700000000001,0.37403000000000003,4.40855,4.29098,31.65325,28.28848,5.52468,0.11919,7.0
KMI,88392,USD,2021,Q1,2021-04-23,2021-04-23,6500000000.0,32180000000.0,6542000000.0,0.71815,0.31583,0.13285,0.055060000000000005,0.02576,3.5670699999999997,0.80858,1.13786,0.45192,0.81043,0.81043,6.1003099999999995,14.21299,2.89085,1.057,7.0
KMX,327637,USD,2020,Q4,2021-04-20,2021-04-20,722506000.0,15072498000.0,139198000.0,0.12555,0.02535,0.03941,0.17113,0.03467,0.18636,2.42371,3.9355,0.6996899999999999,4.57719,4.52314,116.12821000000001,26.746740000000003,0.8530200000000001,,5.0
KO,82117,USD,2021,Q1,2021-04-27,2021-04-27,10874000000.0,44983000000.0,13273000000.0,0.5942,0.27933,0.21586,0.32316999999999996,0.0802,1.83913,1.3303399999999999,3.02978,0.49985,1.6785700000000001,1.6689599999999998,7.77602,4.7342699999999995,3.0871,2.0600099999999997,4.0
KR,258154,USD,2021,Q1,2021-06-25,2021-06-25,5042000000.0,14124000000.0,2398000000.0,0.22152,0.01708,0.01144,0.16394,0.031,1.58493,0.8247899999999999,4.288869999999999,0.28936,1.96143,1.9413,171.4432,11.99028,3.10873,0.70523,5.0
KSPN,197548,USD,2021,Q1,2021-06-15,2021-06-15,843000.0,7279000.0,-12786000.0,0.10862999999999999,-0.008409999999999999,0.00059,0.00795,0.0021,-130.46939,2.96703,2.77854,0.15621,0.04966,0.04966,84.82098,6.24959,-6.47967,,6.0
KSS,186130,USD,2021,Q1,2021-06-03,2021-06-03,1483000000.0,3494000000.0,1265000000.0,0.37945999999999996,0.03589,0.02251,0.07661,0.02669,3.22704,1.7682099999999998,1.87063,0.23786999999999997,2.54545,2.53722,113.07791999999999,33.227270000000004,8.21429,0.25325,7.0
KSU,99395,USD,2021,Q1,2021-04-16,2021-04-16,1352300001.0,3770000000.0,1211100001.0,0.51874,0.38045,0.2371,0.13518,0.06056,1.9593900000000002,1.49845,1.2322600000000001,0.36935,6.62011,6.58597,27.921,45.4154,12.97139,1.6483299999999999,7.0
KTEC_delis,368599,USD,2018,Q1,2018-02-13,2018-02-13,11121000.0,4566000.0,3123000.0,0.33724,0.05043,0.02882,0.05873,0.03739,0.77455,2.06438,0.5707899999999999,0.042339999999999996,0.62541,0.62541,21.702189999999998,10.64867,0.48441000000000006,,6.0
KTWO,350257,USD,2018,Q3,2018-11-08,2018-11-08,-19458000.0,127120000.0,-60141000.0,0.64357,-0.14992,-0.16660999999999998,-0.20325,-0.11082,1.28636,3.10341,0.83399,0.30132,-1.08283,-1.08283,6.49925,5.32762,-1.3929,0.0,3.0
KWR,116818,USD,2020,Q4,2021-03-01,2021-03-01,215937000.0,888035000.0,241546000.0,0.36217,0.0936,0.02797,0.030019999999999998,0.01371,6.090730000000001,2.07,1.18927,0.30708,2.2408799999999998,2.2408799999999998,80.10608,74.60739000000001,13.6486,1.55745,7.0
LABL,35331,USD,2018,Q4,2019-05-28,2019-05-28,264591000.0,1537353000.0,186164000.0,0.18656,0.09301,-0.01683,-0.046189999999999995,-0.01095,-6.4103900000000005,1.89048,3.21896,0.5795899999999999,-1.41885,-1.41885,84.30496,30.58359,9.095369999999999,0.20060999999999998,3.0
LAKE,243284,USD,2021,Q1,2021-06-09,2021-06-09,39732000.0,0.0,47712000.0,0.48466000000000004,0.25572,0.21091999999999997,0.24425,0.2145,1.53351,7.84779,0.13871,0.0,3.89795,3.8101,18.480610000000002,15.958639999999999,5.97754,,6.0
LAMR,143321,USD,2021,Q1,2021-05-04,2021-05-04,645254000.0,2840124000.0,652377000.0,0.6481899999999999,0.25798000000000004,0.1571,0.20385999999999999,0.04263,2.70857,0.5564100000000001,3.78245,0.50263,2.38825,2.38547,15.20231,11.71537,6.468719999999999,2.25521,4.0
LANC,253076,USD,2021,Q3,2021-05-04,2021-05-04,227841000.0,0.0,203618000.0,0.27035,0.13191,0.10054,0.16964,0.13197,1.4441899999999999,2.81782,0.28544,0.0,5.13287,5.1262,51.053670000000004,30.25722,7.41285,2.9064099999999997,6.0
LAYN,45965,USD,2018,Q1,2018-06-05,2018-06-05,35900000.0,167021000.0,-45276000.0,0.23217,0.01993,-0.036719999999999996,-0.26597,-0.04303,2.86503,0.99174,5.181769999999999,0.45473,-0.79232,-0.78238,21.57551,2.97655,-2.2700099999999996,,4.0
LB,185942,USD,2021,Q1,2021-06-03,2021-06-03,2981000000.0,5344000000.0,3548000000.0,0.4383,0.18688,0.10729000000000001,-2.6604099999999997,0.13446,2.50212,1.7209,-20.78612,0.50673,5.091559999999999,5.01503,47.457809999999995,-1.9174099999999998,12.73968,0.0,8.0
LCUT,276271,USD,2021,Q1,2021-05-06,2021-05-06,84060000.0,246537000.0,86894000.0,0.35018,0.07279,0.03443,0.12092,0.03702,3.0787299999999997,2.30496,2.26653,0.32336,1.34751,1.33659,39.13785,11.13312,4.148630000000001,0.17794000000000001,7.0
LE,182473,USD,2021,Q1,2021-06-02,2021-06-02,116183000.0,336540000.0,167071000.0,0.43051000000000006,0.05074,0.022269999999999998,0.09217,0.03241,4.89686,1.89478,1.8439,0.3197,1.04671,1.0432700000000001,46.99228,11.35595,5.12558,0.0,7.0
LEATPK,155590,USD,2021,Q1,2021-05-12,2021-05-12,12574694.0,439834.0,9962235.0,0.45308999999999994,0.26611,0.13927,0.35069,0.23636999999999997,1.62721,2.78539,0.48366000000000003,0.016980000000000002,1.13347,0.99766,8.138530000000001,3.2321400000000002,1.8444,,5.0
LEDS,93692,USD,2021,Q2,2021-04-12,2021-04-12,-2615000.0,7800000.0,-5810000.0,0.15185,-0.71306,-0.31208,-0.9414299999999999,-0.10095,0.48001000000000005,0.72119,8.326139999999999,0.51563,-0.37014,-0.39081,1.18604,0.38444,-1.98954,,3.0
LEG,378178,USD,2021,Q1,2021-05-06,2021-05-06,587199999.0,2003700000.0,664599999.0,0.21006999999999998,0.1069,0.06635,0.19984000000000002,0.05925,2.28385,1.7969099999999998,2.37289,0.40795,2.14207,2.13853,32.28266,10.7155,4.89216,1.5590700000000002,4.0
LEN,80077,USD,2021,Q1,2021-04-01,2021-04-01,3664352000.0,5976168000.0,4941583000.0,0.16897,0.15307,0.13162000000000001,0.16132,0.10042000000000001,1.61071,4.9024,0.60652,0.19560999999999998,9.923910000000001,9.92388,75.39756,61.12367,15.98453,0.7557699999999999,7.0
LFUS,132253,USD,2021,Q1,2021-04-28,2021-04-28,328868000.0,648865000.0,296849000.0,0.34365999999999997,0.14858,0.1043,0.09817999999999999,0.05851,1.82055,3.6516,0.67809,0.23283,6.681010000000001,6.609310000000001,64.05839,68.04159,12.16308,1.9215099999999998,7.0
LH,378177,USD,2021,Q1,2021-05-04,2021-05-04,4419000000.0,5619900000.0,4437299999.0,0.38024,0.24516999999999997,0.17256,0.26316999999999996,0.12945,1.67895,1.67367,1.03309,0.27525,27.1345,26.87923,157.25051000000002,102.89014,45.55749,,8.0
LHX,248838,USD,2021,Q1,2021-05-03,2021-05-03,1454000000.0,7080000000.0,1526000000.0,0.35004,0.16746,0.17799,0.058589999999999996,0.0328,1.27167,1.78161,0.78645,0.1935,5.67779,5.62852,31.899690000000003,96.36622,7.22025,3.55335,4.0
LII,98304,USD,2021,Q1,2021-04-26,2021-04-26,623100000.0,1172900000.0,793800000.0,0.29444000000000004,0.14375,0.11133,-2.66086,0.20606999999999998,1.85641,1.34048,-13.91226,0.56525,11.193719999999999,11.113710000000001,100.5445,-4.20681,20.7801,3.08639,8.0
LITE,183087,USD,2021,Q3,2021-05-12,2021-05-12,410800000.0,1164200000.0,404799999.0,0.43983999999999995,0.1796,0.21595999999999999,0.17145,0.0991,1.0905200000000002,3.81163,0.73021,0.31079,4.91981,4.74225,22.78065,28.6945,5.36514,0.0,6.0
LKQ,124743,USD,2021,Q1,2021-05-05,2021-05-05,1485407000.0,2711692000.0,2339604000.0,0.39607,0.10049,0.06435,0.12905999999999998,0.05994,3.08167,1.82792,1.153,0.2141,2.49867,2.49525,38.83173,19.229210000000002,7.700089999999999,,7.0
LLL,378176,USD,2016,Q3,2016-10-27,2016-10-27,1177000000.0,3331000000.0,906000000.0,0.09324,0.09324,0.03425,0.07672000000000001,0.030139999999999997,2.54494,1.4578200000000001,1.5454700000000001,0.28203,4.5832,4.51204,133.80109,58.80914,11.66398,2.7936900000000002,8.0
LLTC,178219,USD,2017,Q2,2017-01-31,2017-01-31,695359000.0,0.0,874862000.0,0.75951,0.4336,0.33671,0.2662,0.2281,1.75016,9.52848,0.16704000000000002,0.0,2.03975,2.0360099999999997,6.05794,7.662439999999999,3.56989,1.28072,4.0
LMT,103644,USD,2021,Q1,2021-04-21,2021-04-21,10110000000.0,12163000000.0,8626000000.0,0.1331,0.1331,0.10534,1.0979,0.13518,1.24062,1.3761,7.12206,0.23646,24.88324,24.78346,236.21722999999997,22.58925,30.870540000000002,10.05637,8.0
LNG,260533,USD,2021,Q1,2021-05-04,2021-05-04,3285000000.0,30570000000.0,1417000000.0,0.5047699999999999,0.2413,-0.00688,-0.02557,-0.0018399999999999998,-21.14925,1.13388,12.89122,0.83995,-0.26548,-0.2766,38.5894,0.76474,5.61466,,4.0
LNN,80469,USD,2021,Q2,2021-04-06,2021-04-06,76484000.0,115814000.0,37335000.0,0.31305,0.11245,0.08686,0.1371,0.07331,0.85359,3.27089,0.87023,0.19411,4.03115,4.01018,46.411190000000005,29.402459999999998,3.4409300000000003,1.2811700000000001,7.0
LNT,119577,USD,2021,Q1,2021-05-07,2021-05-07,1383000000.0,7115000000.0,-768000000.0,1.0105899999999999,0.22052,0.18083,0.10307999999999999,0.034960000000000005,-1.24878,0.53622,1.94904,0.4044,2.46197,2.45852,13.614889999999999,23.08247,-3.0744599999999997,1.54524,3.0
LNTH,179201,USD,2021,Q1,2021-05-04,2021-05-04,18116000.0,181725000.0,14426000.0,0.41553999999999996,-0.03213,-0.022869999999999998,-0.014769999999999998,-0.00925,-1.8490099999999998,2.6065,0.59708,0.21545,-0.1278,-0.12782000000000002,5.589180000000001,8.6507,0.2363,,3.0
LOGI,353811,USD,2020,Q4,2021-05-12,2021-05-12,1236357000.0,0.0,1659497000.0,0.44471000000000005,0.21966999999999998,0.18035,0.41881,0.22866999999999998,1.7519,1.87848,0.8314600000000001,0.0,5.62094,5.51452,31.16654,13.42125,9.8473,0.8705299999999999,6.0
LOV,147014,USD,2017,Q2,2017-08-08,2017-08-08,602000.0,0.0,-4308000.0,0.6149899999999999,-0.15922999999999998,-0.28148,-0.47176999999999997,-0.30798000000000003,0.50952,1.55972,0.5318,0.0,-0.26997,-0.27011,0.95911,0.57225,-0.13755,,3.0
LOW,186050,USD,2021,Q1,2021-05-27,2021-05-27,12565000000.0,23244000000.0,13754000000.0,0.33059,0.11555,0.07228,15.3236,0.13318,2.01701,1.17141,114.05618,0.45398,9.23046,9.20243,127.70761,0.60237,18.61794,2.33367,8.0
LPTH,246855,USD,2021,Q3,2021-05-06,2021-05-06,4984551.0,5494022.0,2810154.0,0.37958000000000003,0.03922,0.00981,0.01069,0.0079,7.300789999999999,2.8136200000000002,0.35338,0.11279000000000002,0.01475,0.01399,1.50405,1.3795,0.10770999999999999,,6.0
LRCX,101897,USD,2021,Q3,2021-04-28,2021-04-28,4221655000.0,5817047000.0,3361174000.0,0.46488999999999997,0.29548,0.26072,0.6442100000000001,0.2264,0.9713,3.1343400000000003,1.8455,0.38056999999999996,23.98659,23.65396,92.00188,37.23385,23.298289999999998,4.9169,7.0
LRDC,176863,USD,2021,Q1,2020-10-15,2020-10-15,,1583656.0,,0.02163,-0.016069999999999997,-0.02049,0.08934,-0.10284000000000001,,0.60842,-1.8687099999999999,0.97572,-0.0030600000000000002,-0.0030600000000000002,0.14941,-0.03427,,,4.0
LTRX,172507,USD,2021,Q3,2021-04-30,2021-04-30,-3318000.0,4050000.0,-3950000.0,0.43238000000000004,-0.11233,-0.06813,-0.10127,-0.0681,0.84965,2.06025,0.48712,0.059320000000000005,-0.16330999999999998,-0.16330999999999998,2.397,1.61263,-0.13876,,6.0
LULU,90670,USD,2021,Q1,2021-06-03,2021-06-03,1208948000.0,0.0,1370372000.0,0.56867,0.20427,0.14172,0.26715,0.16288,1.94314,2.33563,0.64018,0.0,5.41176,5.38693,38.18711,20.25737,10.51578,,4.0
LUMN,373834,USD,2021,Q1,2021-05-06,2021-05-06,8311000000.0,31440000000.0,5135000000.0,0.5693,0.17603,-0.05221,-0.09475,-0.01821,-4.794580000000001,0.42288000000000003,4.20464,0.5344399999999999,-0.9908600000000001,-0.99021,18.97799,10.457180000000001,4.75074,1.0287899999999999,4.0
LUV,205563,USD,2021,Q1,2021-04-27,2021-04-27,-2251000000.0,10771000000.0,-1243000000.0,-0.08156000000000001,-0.51078,-0.41713,-0.31496999999999997,-0.08069,0.43401000000000006,1.96773,2.90333,0.30346999999999996,-4.90411,-4.86661,11.75685,15.570210000000001,-2.12842,0.0,2.0
LVLT,378179,USD,2021,Q1,2021-05-06,2021-05-06,2862000000.0,10368000000.0,1445000000.0,0.56082,0.14505,0.08675,0.05313,0.0242,2.09724,1.23596,1.1951,0.36422,1.8956099999999998,1.886,21.85044,35.67822,3.9755599999999998,,6.0
LXRX,56235,USD,2021,Q1,2021-05-06,2021-05-06,-136721000.0,11660000.0,26608000.0,0.91506,-8.661669999999999,-0.8064,-0.0847,-0.06686,-0.25531,3.7290900000000002,0.26689,0.060329999999999995,-0.10762999999999999,-0.10538,0.13347,1.2706899999999999,0.23190999999999998,,2.0
LZB,63005,USD,2021,Q3,2021-02-16,2021-02-16,132881000.0,0.0,202778000.0,0.43606000000000006,0.06327,0.04504,0.09043,0.04095,2.8456099999999998,1.61242,1.2082899999999999,0.0,1.54782,1.53692,34.36337,16.92969,4.40448,0.53557,
M,185124,USD,2021,Q1,2021-06-07,2021-06-07,1169000000.0,4852000000.0,970000000.0,0.36035,0.01125,-0.01312,-0.0972,-0.01438,-3.7307699999999997,1.31207,5.7596300000000005,0.26833,-0.8350700000000001,-0.83041,63.63899,8.591619999999999,3.1154599999999997,0.0,5.0
MA,331628,USD,2021,Q1,2021-04-29,2021-04-29,8733000000.0,13870000000.0,8333000000.0,1.0,0.52657,0.42377,1.01441,0.1881,1.27299,1.42963,4.3928400000000005,0.39855999999999997,6.55091,6.52642,15.45859,6.33175,8.33925,1.6422299999999999,5.0
MAMS,265007,USD,2019,Q4,2019-09-30,2019-09-30,5466000.0,4576000.0,5280000.0,0.55605,0.13101,0.09845,0.21172,0.11417999999999999,1.42203,1.2680799999999999,0.85431,0.14072,0.3056,0.30414,3.10403,1.44337,0.43456999999999996,,7.0
MAN,348449,USD,2021,Q1,2021-05-07,2021-05-07,390700000.0,1082600000.0,1090500000.0,0.15671,0.01721,0.0045899999999999995,0.03537,0.0091,12.96671,1.39447,2.88849,0.11710999999999999,1.47285,1.4632399999999999,320.6007,41.44133,19.09807,2.26095,5.0
MANH,105128,USD,2021,Q1,2021-04-29,2021-04-29,124025000.0,0.0,184348000.0,0.5433399999999999,0.19563,0.14823,0.42682,0.19050999999999998,2.11038,1.59647,1.24044,0.0,1.37453,1.35717,9.27313,3.22039,2.90078,,6.0
MAR,98192,USD,2021,Q1,2021-05-10,2021-05-10,696000000.0,10208000000.0,1185000000.0,-0.09371,0.03948,-0.03766,-1.32051,-0.01268,-3.83495,0.45181000000000004,103.14103,0.41889,-0.9474899999999999,-0.94894,25.162129999999998,0.7175199999999999,3.6335800000000003,0.0,4.0
MAS,255010,USD,2021,Q1,2021-04-28,2021-04-28,1568000000.0,2961000000.0,1507000000.0,0.36162,0.18939,0.104,3.2562,0.14137,1.9124400000000001,1.8341,22.03306,0.53122,3.03369,3.03369,29.17036,-0.06545,5.80173,0.64293,7.0
MASI,350340,USD,2021,Q1,2021-04-27,2021-04-27,283916000.0,0.0,194106000.0,0.6429699999999999,0.21523,0.19539,0.1726,0.14346,0.84678,4.99365,0.20306,0.0,4.16528,3.94434,21.31733,24.13314,3.5270699999999997,,4.0
MCD,243628,USD,2021,Q1,2021-05-05,2021-05-05,9695699999.0,35723200000.0,9979599998.0,0.63271,0.40329,0.26306,-0.71326,0.10099,1.93373,1.19392,-8.06283,0.69904,6.92864,6.879460000000001,26.33819,-9.714039999999999,13.398129999999998,5.08089,5.0
MCFT,208137,USD,2021,Q3,2021-05-12,2021-05-12,5441000.0,91904000.0,1140000.0,0.23765,-0.01411,0.08732999999999999,0.40684000000000003,0.14351,0.03098,1.13513,1.8348400000000002,0.35841,1.95892,1.95117,22.430139999999998,4.815,0.06068,4.30171,7.0
MCHP,333440,USD,2020,Q4,2021-05-18,2021-05-18,2153100000.0,8904100000.0,2031900000.0,0.62129,0.18384,0.06425,0.06547,0.0212,5.8154,0.8902700000000001,2.08759,0.5403399999999999,1.34592,1.2912,20.94915,20.55894,7.827039999999999,1.49576,6.0
MCO,88874,USD,2021,Q1,2021-04-29,2021-04-29,2932000000.0,6340000000.0,3461000000.0,0.7310300000000001,0.47562,0.35663,0.91056,0.16208,1.70829,2.17967,4.61798,0.5072,10.803889999999999,10.71674,30.294629999999998,10.82522,18.456210000000002,2.2983599999999997,8.0
MDP,253689,USD,2021,Q3,2021-04-29,2021-04-29,221399999.0,2744299999.0,268499999.0,0.65298,0.013130000000000001,0.10245,0.42383999999999994,0.05329,0.91295,1.3566799999999999,6.953880000000001,0.49723,6.38307,6.4214,62.30494,15.060229999999999,5.827459999999999,0.30385,6.0
MDT,73420,USD,2021,Q3,2021-03-05,2021-03-05,6304000000.0,30323000000.0,4685000000.0,0.63851,0.12941,0.10352,0.05677000000000001,0.02972,1.62055,2.10212,0.9099299999999999,0.31174,2.1520799999999998,2.13843,20.78833,37.78464,3.48755,2.28012,3.0
MEI,64377,USD,2020,Q4,2020-06-30,2020-06-30,195400000.0,357600000.0,136100000.0,0.2763,0.14367,0.12052,0.15752,0.09003,1.1029200000000001,3.93324,0.74955,0.26091,3.28413,3.26071,27.249740000000003,20.84915,3.62212,0.4338,3.0
MEIP,187582,USD,2021,Q3,2021-05-06,2021-05-06,-44004000.0,0.0,56228000.0,0.9538200000000001,-1.08101,-1.54761,-1.40859,-0.34028,-0.88782,5.2900599999999995,3.13954,0.0,-0.57104,-0.5653600000000001,0.36898000000000003,0.4054,0.50698,,4.0
