Ticker,Date,Shares (Basic),Shares (Diluted),Revenue,Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Operating Income (Loss),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),"Cash, Cash Equivalents & Short Term Investments",Short & Long Term Investments,Net Loans,Net Fixed Assets,Total Assets,Total Deposits,Short Term Debt,Long Term Debt,Total Liabilities,Preferred Equity,Share Capital & Additional Paid-In Capital,Treasury Stock,Retained Earnings,Total Equity,Total Liabilities & Equity,Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Loans & Interbank,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,EBITDA,Total Debt,Free Cash Flow,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Dividends Per Share,Sector,Industry
AJX,2021-06-30,22828292.0,22798385.0,2.3814406152014715,0.9231794269637958,3.3046200421652676,-1.2829856149898338,2.021634427175434,1.885308981316001,-0.010000708383510498,1.8753082729324906,1.625071249564388,1.287810518157317,6.0345941170832935,17.0211618059788,49.281122325112065,0.31133784257086633,73.99528519235025,0.0,26.94111885556806,50.5781001592876,51.645675779227346,5.050533184697074,13.814136396064896,-0.05083693428284503,2.4782457178436106,22.349609413122902,73.99528519235025,1.8753082729324906,0.0010527061456326841,-2.5611901895682525,0.9982724653522607,0.3134432548621317,0.42415285117783563,1.9273733643852404,1.5796294342779105,-1.021914490872928,5.491090706644353,-15.104578679586295,2.7812496367615513,4.674322325901594,2.0226871333210665,50.5781001592876,3.4551131582346732,0.84891,0.54077,0.057620000000000005,0.0174,2.6829400000000003,2.31081,0.68353,1.2861200000000002,1.2878100000000001,2.37832,16.2939,3.45059,1.0205799999999998,1,1
ALTA,2021-06-30,18816271.0,18961013.0,6.548384308370022,-0.11075357629890344,6.437630732071119,-3.508884256342211,2.9287464757289077,2.9287464757289077,-0.7048674034451641,2.2238790722837436,2.2238790722837436,2.2238790722837436,1.7538092505922547,79.34876686177051,92.60834323566995,1.8966286242196027,185.73891595348834,166.60428427531798,3.404564935428292,0.0,167.26891121270788,0.0,4.642789918450032,0.0,14.543790460984336,18.470004740780464,185.73891595348834,2.2238790722837436,0.18395641625265485,22.80347574256713,-21.8079593110347,3.514105496367731,-0.08011175352287349,-8.290749022744723,-60.07738088677013,-0.5657398156944463,0.0,0.009018505498624995,54.132761788623846,-2.430513601778555,3.1127028919815625,0.0,-18.07050076913085,0.44725,0.33960999999999997,0.1204,0.01197,-8.12567,9.05625,0.0,2.24099,2.22388,6.59876,18.594070000000002,-18.20951,0.57009,2,2
BAC,2021-06-30,8724325000.0,8770125000.0,9.758355781702086,-0.5357962400763957,9.222559541625689,-6.528185174099571,2.6943743675261187,2.6943743675261187,-0.19338378871452802,2.5009905788115905,2.5009905788115905,2.336568749020111,37.18316443608273,135.40856031128405,101.12968743318937,1.2317954419121735,338.6487649833953,214.92715326178362,36.93847009022106,28.64394749219652,307.40633685380766,2.7729365316913954,9.472042872821083,0.0,19.393338179330396,31.242428129587662,338.6487649833953,2.5009905788115905,0.8005587149556022,2.547056056783683,-10.190276649420618,-3.8058750587933465,0.004560938413078491,20.62787018429042,-22.84277590114166,-1.009221647353943,2.7277832414019185,-0.8829976767719958,35.153318795342145,8.63283020481464,3.4949330824817206,65.58241758241758,-0.613674263479711,0.27610999999999997,0.23944000000000001,0.07479,0.0069,-0.35591,9.83939,0.19366,2.34884,2.33657,9.80958,28.61895,-0.51298,1.01452,2,2
BOKF,2021-06-30,69594400.0,69597058.0,28.09071325974727,-1.4917440906769364,26.598969169070337,-16.613216610391778,9.985752558678557,9.645091607176843,-2.2109411578863005,7.434150449290543,7.457369821580676,7.457369821580676,10.40249431233142,290.5783028932056,318.712394423339,7.981012645678212,681.6741161673817,543.882558943799,12.96026047537814,3.966029713497372,606.0625292523141,0.0,19.709741179002137,-6.282305783672637,58.674074987480076,75.61158691506759,681.6741161673817,7.434150449290543,1.565152366066968,58.41100352259143,-52.98659319766074,15.915457230965137,1.4597168748138751,1.7931217724749227,-8.095902559559342,-2.076050398567135,-113.75250948107605,-0.9669661611270982,-1.4095279717139768,6.410026699691818,11.550904924745526,16.926290188875512,-37.76503024021504,0.35548,0.26547,0.09863,0.01094,-5.06412,8.01547,0.02483,7.45765,7.45737,28.091790000000003,75.28568,-37.76647,2.07613,2,2
C,2021-06-30,2081825000.0,2094725000.0,34.798839943190636,-4.048264091945243,30.75057585124539,-20.81466540954063,9.935910441704758,9.935910441704758,-2.0417954624115335,7.894114979293224,7.854491639714044,7.854491639714044,12.50951795581759,397.9605914857559,307.60601033548556,0.0,1104.8065975247348,621.0719784219885,234.53150174843952,122.37167169914905,1007.7661745575194,9.681461767057728,51.42679826707563,-31.15492487080643,83.45534616715798,97.04042296721526,1104.8065975247348,7.854491639714044,1.8961916241988805,2.883910775877502,0.7829189989139386,13.4194225972383,-1.7940302426332813,-0.18570456742531835,-30.26125147692418,-2.550692811705594,-17.055222045853274,0.3885951616560646,36.039098210982345,18.50457697311103,11.832102065903639,356.9031734475886,12.86278628459583,0.28552,0.22571,0.08094,0.007109999999999999,1.63763,10.385010000000001,0.32305,7.903160000000001,7.854489999999999,35.01447,87.55251,12.94249,2.5665,2,2
CIT,2021-06-30,98585750.0,98651750.0,25.15819535892673,-1.7130968279832846,23.445098530943444,-18.183154378913706,5.261944152029741,3.9867513652824202,-0.8160017435068309,3.1707496217755895,3.1707496217755895,2.865635926377383,1.5975388171015719,62.74394524172151,344.8007764687398,78.39090538181026,568.1510971675616,425.9904157807642,0.0,49.05843028633552,509.19927928293214,5.321750501131506,70.10417960147691,-32.148441360644895,17.17658328412826,58.95181788462952,568.1510971675616,3.170749631912257,3.3836196519575172,-2.6142465795082197,5.486978183357112,11.140197715701952,1.8935295116406956,35.5563890148933,41.485325906534854,-1.7272881626529686,-23.131875511584944,1.9776638528966795,-35.97807437779867,16.72651525188352,8.645563803987258,49.05843028633552,16.842073242491896,0.20915,0.1139,0.04861,0.00504,5.87726,8.63755,0.08635,2.86755,2.86564,25.17504,53.665969999999994,16.85335,1.7284400000000002,2,2
CMA,2021-06-30,138750000.0,140000000.0,20.535714285714285,0.4,20.935714285714287,-12.957142857142857,7.978571428571429,7.978571428571429,-1.6714285714285715,6.307142857142857,6.307142857142857,6.15,7.6,112.65,355.75,3.257142857142857,616.3642857142858,527.1928571428572,0.07142857142857142,20.37142857142857,558.1357142857142,2.8214285714285716,26.557142857142857,-38.82857142857143,71.25,58.22857142857143,616.3642857142858,6.307142857142857,0.8142857142857143,0.2857142857142857,-4.235714285714286,2.7714285714285714,-0.55,19.45,-0.42857142857142855,-2.7785714285714285,-25.314285714285713,-19.978571428571428,69.2,71.54285714285714,8.792857142857143,20.37142857142857,5.678571428571429,0.38852,0.29948,0.10562,0.00998,0.9233399999999999,9.58526,0.03305,6.20541,6.15,20.72072,58.75315,5.72973,2.8036,2,2
COF,2021-06-30,458050000.0,459525000.0,61.774658614874056,-8.743811544529677,53.03084707034438,-32.788205211903595,20.24264185844078,20.24264185844078,-4.173875197214515,16.068766661226267,16.057885860399324,15.300582122844242,10.162667972362765,325.6950111528208,498.5887601327458,9.307437027365214,925.2488983189163,675.3234318045808,57.25259779119743,0.15233121157717208,792.0940101191447,0.0,73.28872204994288,-37.95223328436973,93.93830585931124,133.1548881997715,925.2488983189163,16.057885860399324,7.5360426527392415,20.181709373809912,-24.392579293836025,28.12904629780752,-1.5973015613949186,22.860562537402753,-18.736739023992165,-1.6212393232141886,-36.3201131603286,-1.5733637995756489,49.30743702736521,58.699744301180566,27.77868451118002,57.4049290027746,5.962678853163593,0.32769000000000004,0.24768,0.11490999999999998,0.01654,0.3897,5.94867,0.06204,15.34985,15.300579999999998,61.973580000000005,133.58366999999998,5.98188,1.62646,2,3
DFS,2021-06-30,306750000.0,306750000.0,35.84352078239609,-9.656071719641401,26.187449062754688,-14.47758761206194,11.709861450692747,11.709861450692747,-2.5982070089649554,9.111654441727792,9.111654441727792,8.893235533822331,66.33414832925835,30.748166259168705,257.53871230643847,3.328443357783211,371.21760391198046,250.1874490627547,34.88182559087205,68.49551752241238,331.5957620211899,3.4425427872860634,13.972290138549308,-47.44580277098615,69.67563162184189,39.62184189079055,371.21760391198046,9.111654441727792,1.5680521597392012,-0.46291768541157297,-0.23471882640586797,19.638141809290953,-0.7921760391198044,0.0,17.294213528932357,-1.9462102689486553,-16.13039934800326,1.2355338223308883,-6.083129584352078,30.84922575387123,13.277913610431948,68.49551752241238,14.849225753871231,0.32669000000000004,0.24811,0.22445,0.02396,1.66972,8.369010000000001,0.18452000000000002,8.893239999999999,8.893239999999999,35.84352,36.1793,14.849229999999999,1.9462099999999998,2,3
EWBC,2021-06-30,141544000.0,142380750.0,11.385584076499105,-0.9606846431136231,10.424899433385482,-5.106490870430167,5.318408562955315,5.318408562955315,-0.9079317253210143,4.410476837634301,4.410476837634301,4.410476837634301,4.0895275520040455,75.00171898237647,258.5944869654079,0.717231788707392,399.45109152747125,347.9904130298513,2.107026406308437,5.655469577172476,362.3321200372944,0.5831336047885687,13.106413612795269,-4.558664004789973,29.203610740918275,37.11897149017687,399.45109152747125,4.410476837634301,0.8864400559766682,0.4216089604809639,0.15554068931368883,6.834751186519245,-0.004544153616271863,-26.21810883844902,-69.02123355860957,-1.1594053269139262,-1.579946727349027,0.01633647807024475,72.09570113937453,10.809684595705528,6.204848618931983,7.762495983480913,7.263776879950415,0.46712,0.38737,0.11882000000000001,0.011040000000000001,1.64694,9.76137,0.019430000000000003,4.43655,4.410480000000001,11.45289,37.3384,7.306719999999999,1.16626,2,2
